title,combined_features,id
Love Me Tender,Drama Action Western Music Romance civil war Richard Egan Debra Paget Elvis Presley Robert Middleton William Campbell Robert D. Webb,39833
An Inconvenient Truth,Documentary climate change greenhouse effect climate earth global warming Al Gore Billy West Ronald Reagan George W. Bush George H. W. Bush Davis Guggenheim,1781
Sands of Iwo Jima,Action Drama History War sergeant iwo jima John Wayne John Agar Adele Mara Forrest Tucker Wally Cassell Allan Dwan,18712
Shine a Light,Documentary Music new york film director legend song public Mick Jagger Keith Richards Charlie Watts Ronnie Wood Christina Aguilera Martin Scorsese,7944
The Green Inferno,Action Adventure Horror Thriller chile gore jungle extreme violence cannibal Lorenza Izzo Ariel Levy Sky Ferreira Nicolas Martinez Kirby Bliss Blanton Eli Roth,171424
Departure,Drama Romance Family gay Juliet Stevenson Alex Lawther Ph\u00e9nix Brossard Finbar Lynch Niamh Cusack Andrew Steggall,361475
The Sessions,Drama Romance Comedy cat virgin narration wheelchair graduation John Hawkes Helen Hunt William H. Macy Moon Bloodgood Annika Marks Ben Lewin,113947
"Food, Inc.",Documentary food industry monsanto organic food sustainable griculture Michael Pollan Eric Schlosser Richard Lobb Vince Edwards Carole Morison Robert Kenner,18570
October Baby,Drama adoption college Rachel Hendrix  Jason Burkey Robert Amaya  John Schneider Andrew Erwin,83860
Next Stop Wonderland,Comedy Drama Romance independent film Hope Davis Philip Seymour Hoffman Holland Taylor Alan Gelfant Jason Lewis Brad Anderson,41469
The Skeleton Twins,Drama new york adultery confession brother sister relationship infidelity Kristen Wiig Bill Hader Luke Wilson Ty Burrell Boyd Holbrook Craig Johnson,244772
Martha Marcy May Marlene,Drama Thriller sexual abuse cult boundary violations mumblegore Elizabeth Olsen Hugh Dancy John Hawkes Sarah Paulson Brady Corbet Sean Durkin,50837
Obvious Child,Comedy Romance independent film woman director Jenny Slate Jake Lacy Gaby Hoffmann Paul Briganti Stephen Singer Gillian Robespierre,248774
Frozen River,Drama human trafficking woman director Melissa Leo Misty Upham Charlie McDermott John Canoe Jay Klaitz Courtney Hunt,10183
20 Feet from Stardom,Documentary Music others Bette Midler Mick Jagger Sting Sheryl Crow Bruce Springsteen Morgan Neville,159014
Two Girls and a Guy,Drama Romance love revenge loft analingus actor Robert Downey Jr. Natasha Gregson Wagner Heather Graham Angel David Frederique van der Wal James Toback,32456
Walking and Talking,Comedy Drama Romance independent film woman director Catherine Keener Anne Heche Liev Schreiber Randall Batinkoff Amy Braverman Nicole Holofcener,49963
Who Killed the Electric Car?,Documentary energy supply automobile industry independent film Martin Sheen Mel Gibson Tom Hanks Chris Paine,13508
The Broken Hearts Club: A Romantic Comedy,Comedy Drama Romance gay roommate male friendship in vitro fertilisation romantic comedy Ben Weber Timothy Olyphant Matt McGrath Zach Braff Dean Cain Greg Berlanti,22597
Bubba Ho-tep,Comedy Horror Thriller Mystery Fantasy john f. kennedy elvis presley Bruce Campbell Ossie Davis Ella Joyce Heidi Marnhout Bob Ivy Don Coscarelli,9707
Slam,Drama independent film Saul Williams Sonja Sohn Bonz Malone Beau Sia Marc Levin,37532
Brigham City,Crime Drama Mystery Thriller others Richard Dutcher Matthew A. Brown Wilford Brimley Richard Dutcher,26791
Fiza,Drama Foreign Romance suicide loss of brother laughing jihad love Hrithik Roshan Karisma Kapoor Jaya Bachchan Neha Bikram Saluja Khalid Mohammed,56666
Orgazmo,Comedy pornography sex secret fight star Trey Parker Dian Bachar Matt Stone Ron Jeremy Michael Dean Jacobs Trey Parker,8675
All the Real Girls,Drama Romance southern usa small town virgin independent film best friend Paul Schneider Zooey Deschanel Danny McBride Maurice Compte Heather McComb David Gordon Green,13132
Dream with the Fishes,Comedy independent film David Arquette Brad Hunt Kathryn Erbe Patrick McGaw Cathy Moriarty other,47686
Blue Car,Drama independent film woman director Margaret Colin Agnes Bruckner David Strathairn Frances Fisher A.J. Buckley Karen Moncrieff,46989
Palo Alto,Drama high school soccer teenager older man younger woman relationship teenage sexuality Emma Roberts Jack Kilmer Nat Wolff James Franco Zoe Levin Gia Coppola,192132
Ajami,Crime Drama others Fouad Habash Nisrine Rihan Elias Saba Youssef Sahwani Abu George Shibli Scandar Copti,24424
Wristcutters: A Love Story,Comedy Drama Fantasy Romance independent film break-up ex-boyfriend ex-girlfriend relationship rolling a cigarette autocide Patrick Fugit Shannyn Sossamon Shea Whigham Leslie Bibb Will Arnett Goran Dukic,13198
I Origins,Science Fiction Drama independent film eyes molecular biologist Michael Pitt Brit Marling Astrid Berg\u00e8s-Frisbey Steven Yeun Archie Panjabi Mike Cahill,244267
The Battle of Shaker Heights,Comedy Drama Romance fantasy enemy sister high school battlefield Shia LaBeouf Elden Henson Amy Smart Billy Kay Kathleen Quinlan Kyle Rankin,21413
The Act of Killing,Documentary corruption war indonesia Anwar Congo Herman Koto Syamsul Arifin Ibrahim Sinik Yapto Soerjosoemarno Joshua Oppenheimer,123678
Taxi to the Dark Side,Documentary taxi afghanistan guantanamo bay torture chamber Brian Keith Allen Moazzam Begg Christopher Beiring Alex Gibney Alex Gibney,13362
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Documentary new york beckenbauer pele Pel\u00e9 Franz Beckenbauer Carlos Alberto Raphael de la Sierra Phil Woosnam Paul Crowder,39183
Guiana 1838,Drama guyana 19th century Aasheekaa Bathija Thomas Garvey Kumar Gaurav Rufus Graham Asim Mujahid Rohit Jagessar,62402
Lisa Picard Is Famous,others others Laura Kirk Nat DeWolf Griffin Dunne Daniel London Sandra Bullock Griffin Dunne,206412
Antarctica: A Year on Ice,Drama Adventure Documentary biography antarctica Genevieve Bachman William Brotman Michael Christiansen Tom Hamann George Lampman Anthony Powell,201132
A LEGO Brickumentary,Documentary pop culture fan culture documentary toys Jason Bateman Matthias Klie Kief Davidson,251471
Hardflip,Drama Action skateboarding forgiveness sport family relationships aftercreditsstinger Randy Wayne John Schneider Rosanna Arquette Sean Michael Afable Jason Dundas Johnny Remo,112456
Chocolate: Deep Dark Secrets,Thriller others Anil Kapoor Sunil Shetty Arshad Warsi Emraan Hashmi Irrfan Khan Vivek Agnihotri,20296
The House of the Devil,Mystery Horror ritual cult independent film human sacrifice eclipse Jocelin Donahue Mary Woronov Greta Gerwig AJ Bowen Heather Robb Ti West,25983
The Perfect Host,Comedy Thriller Crime swimming pool tea kettle conga line spit in the face convenience store robbery David Hyde Pierce Clayne Crawford Nathaniel Parker Helen Reddy Nick Tomnay,66195
Safe Men,Comedy Crime robbery organized crime gangster safecracker rosh hashanah Sam Rockwell Steve Zahn Paul Giamatti Mark Ruffalo Josh Pais John Hamburg,16155
Speedway Junky,Romance Drama Crime racing car growing up scam male prostitute Jesse Bradford Jordan Brower Jonathan Taylor Thomas Daryl Hannah Tiffani Thiessen Nickolas Perry,46727
The Last Big Thing,Comedy Drama magazine independent film counter-culture model arrogance Dan Zukovic Mark Ruffalo Sibel Ergener James Lorinz Yul Vazquez Dan Zukovic,55180
The Specials,Action Comedy superhero Jordan Ladd Rob Lowe Jamie Kennedy Thomas Haden Church James Gunn Craig Mazin,29015
16 to Life,Comedy Romance affection woman director Hallee Hirsh Theresa Russell Shiloh Fernandez Will Rothhaar Becky Smith,91122
Alone With Her,Crime Drama Romance Thriller obsession hidden camera stalker independent film invasion of privacy Colin Hanks Ana Claudia Talanc\u00f3n Jordana Spiro Jonathon Trent Alex Boling Eric Nicholas,18206
Creative Control,Drama Science Fiction virtual reality black and white Benjamin Dickinson Nora Zehetner Dan Gill Alexia Rasmussen Gavin McInnes Benjamin Dickinson,320146
Special,Drama Fantasy Science Fiction hallucination superhero independent film Michael Rapaport Josh Peck Robert Baker Jack Kehler Alexandra Holden Hal Haberman,13856
Sparkler,others others Park Overall Veronica Cartwright Freddie Prinze Jr. Don Harvey Jamie Kennedy Darren Stein,219716
The Helix... Loaded,Action Comedy Science Fiction others others other,43630
In Her Line of Fire,Drama Action Thriller rebel usa president hostage airplane Mariel Hemingway David Keith David Millbern Jill Bennett Sydney Jackson Brian Trenchard-Smith,56491
The Jimmy Show,Comedy Drama stand-up comedy Frank Whaley Carla Gugino Ethan Hawke Lynn Cohen Jillian Stacom Frank Whaley,99826
Heli,Crime Drama drug cartel extreme violence Armando Espitia Andrea Vergara Linda Gonzalez Juan Eduardo Palacios Kenny Johnston Amat Escalante,186935
Karachi se Lahore,Family Comedy others Shehzad Sheikh Ayesha Omar Yasir Hussain Javed Sheikh other,357441
Loving Annabelle,Drama Romance bisexuality australia twin brother friends melbourne Erin Kelly Diane Gaidry Laura Breckenridge Michelle Horn Gustine Fudickar Katherine Brooks,19344
Hits,Drama Comedy talent delusion fame teenager viral video Meredith Hagner Matt Walsh James Adomian Jake Cherry Derek Waters David Cross,242083
Jimmy and Judy,Action Crime Drama Thriller police revenge independent film video camera on the run Edward Furlong Rachael Bella William Sadler Randall Rubin,18869
Frat Party,Comedy Romance sport Randy Wayne Caroline D'Amore Jareb Dauplaise Lauren C. Mayhew Dan Levy Robert Bennett,26673
The Party's Over,Drama london england beatnik Oliver Reed Clifford David Ann Lynn Louise Sorel Mike Pratt Guy Hamilton,41830
Proud,Drama woman director Vernel Bagneris Marcus Chait Michael Ciesla Mary Pat Kelly,37694
The Poker House,Drama rape drug abuse independent film Jennifer Lawrence Selma Blair Bokeem Woodbine Chlo\u00eb Grace Moretz Sophia Bairley Lori Petty,63287
Childless,others others Barbara Hershey Joe Mantegna Diane Venora James Naughton Natalie Dreyfuss Charlie Levi,335874
ZMD: Zombies of Mass Destruction,Horror racist religion Janette Armand Doug Fahl Cooper Hopkins Bill Johns Russell Hodgkinson Kevin Hamedani,34592
Snow White: A Deadly Summer,Horror Thriller others Shanley Caswell Maureen McCormick Eric Roberts Tim Abell R.J. Cantu David DeCoteau,92635
Hidden Away,Romance Drama others Germ\u00e1n Alcarazu Adil Koukouh Ana Wagener Alex Angulo Mikel Rueda,258755
My Last Day Without You,Comedy Drama Romance others Ken Duken Nicole Beharie Reg E. Cathey Marlene Forte Laith Nakli Stefan C. Schaefer,96534
Steppin: The Movie,Comedy Romance others Wesley Jonathan Chrystee Pharris Anthony Anderson Michael Taliferro,21283
Doc Holliday's Revenge,Western others Tom Berenger Ashley Hayes Eric Roberts Bart Voitila Oliver Rayon David DeCoteau,272724
Black Rock,Thriller Horror friends remote island woman director Kate Bosworth Lake Bell Jay Paulson Katie Aselton Will Bouvier Katie Aselton,84178
Truth or Dare,Horror Thriller Mystery others Liam Boyle Jack Gordon Florence Hall David Oakes Jennie Jacques Robert Heath,101179
The Pet,Drama Thriller independent film Pierre Dulat Andrea Edmondson Summer Nguyen Lydia McLane Steven Wollenberg D. Stevens,52462
Bang Bang Baby,Science Fiction Drama Music small town rock star musical idol teenager Jane Levy Peter Stormare Justin Chatwin David Reale Kristian Bruun Jeffrey St. Jules,269057
Fear Clinic,Horror phobia doctor fear Thomas Dekker Robert Englund Cleopatra Coleman Fiona Dourif Kevin Gage Robert Hall,287524
Zombie Hunter,Comedy Action Science Fiction Thriller mutant post-apocalyptic zombie Martin Copping Danny Trejo Clare Niederpruem Terry Guthrie Jason Regier Kevin King,206213
A Fine Step,Drama others Luke Perry Anna Claire Sneed Leonor Varela Jonathan Meyers,248402
Charly,Drama Romance Science Fiction experiment mouse intelligence test genius Cliff Robertson Claire Bloom Lilia Skala Leon Janney Ruth White Ralph Nelson,29146
Banshee Chapter,Horror Thriller lsd government conspiracy tension video camera Ted Levine Katia Winter Michael McMillian Monique Candelaria Jenny Gabrielle Blair Erickson,207769
Ask Me Anything,Drama Mystery Thriller college blog dark secrets Britt Robertson Christian Slater Justin Long Martin Sheen Andy Buckley Allison Burnett,271185
And Then Came Love,Comedy Romance others Kevin Daniels Michael Boatman Jeremy Gumbs Eartha Kitt Vanessa Williams Richard Schenkman,29731
Food Chains,Documentary others others Sanjay Rawal,292539
On the Waterfront,Crime Drama murder suspense union dock longshoreman Marlon Brando Karl Malden Lee J. Cobb Rod Steiger Pat Henning Elia Kazan,654
L!fe Happens,Comedy baby roommate friendship single los angeles Krysten Ritter Kate Bosworth Rachel Bilson Geoff Stults Justin Kirk Kat Coiro,91070
"4 Months, 3 Weeks and 2 Days",Drama rape hotel room totalitarian regime cohabitant female friendship Anamaria Marinca Laura Vasiliu Vlad Ivanov Alexandru Potocean Lumini\u021ba Gheorghiu Cristian Mungiu,2009
The Horror Network Vol. 1,Horror anthology Nick Frangione Artem Mishin Jan Cornet Brian Dorton Javier Botet Joseph Graham,323270
Hard Candy,Drama Thriller suicide rape age difference photographer ice Patrick Wilson Ellen Page Sandra Oh Odessa Rae G.J. Echternkamp David Slade,2652
The Quiet,Drama Thriller depression christmas party deaf-mute daughter high school sports Elisha Cuthbert Camilla Belle Edie Falco Martin Donovan Shawn Ashmore Jamie Babbit,9813
Circumstance,Drama sexual identity lesbian relationship homosexuality woman director Nikohl Boosheri Sarah Kazemy Reza Sixo Safai Soheil Parsa Nasrin Pakkho Maryam Keshavarz,60421
Fruitvale Station,Drama police brutality based on true story racism docudrama day in a life Michael B. Jordan Octavia Spencer Melonie Diaz Ahna O'Reilly Kevin Durand Ryan Coogler,157354
The Brass Teapot,Comedy Fantasy Thriller fantasy based on comic book money magical object woman director Juno Temple Michael Angarano Alexis Bledel Billy Magnussen Alia Shawkat Ramaa Mosley,127867
Bambi,Animation Drama Family forest coming of age best friend loss of loved one Donnie Dunagan Peter Behn Stan Alexander Cammie King Will Wright David Hand,3170
The Hammer,Comedy transporter sport independent film Adam Carolla Oswaldo Castillo Harold House Moore Christopher Darga Jonathan Hernandez Charles Herman-Wurmfeld,14014
Latter Days,Drama Comedy Romance gay coming out religion mormon Steve Sandvoss Wes Ramsey Jacqueline Bisset Joseph Gordon-Levitt Rebekah Johnson C. Jay Cox,15708
Elza,Drama france caribbean islands caribbean woman director Stana Roumillac Vincent Byrd Le Sage Christophe Cherki Mariette Monpierre,146882
1982,Drama drug addiction father daughter relationship semi autobiographical Bokeem Woodbine Sharon Leal Wayne Brady Quinton Aaron Hill Harper Tommy Oliver,215918
"For a Good Time, Call...",Comedy crude humor best friend phone sex innuendo dirty joke Ari Graynor Lauren Miller Mark Webber Justin Long Mimi Rogers Jamie Travis,84200
Celeste & Jesse Forever,Comedy Drama Romance relationship problems male female relationship divorce best friends in love Rashida Jones Andy Samberg Elijah Wood Emma Roberts Ari Graynor Lee Toland Krieger,84184
Time Changer,Comedy Drama Family Science Fiction time travel time machine christian film D. David Morin Gavin MacLeod Hal Linden Jennifer O'Neill Paul Rodr\u00edguez Rich Christiano,45767
London to Brighton,Crime Drama Thriller suspense Georgia Groome Johnny Harris Sam Spruell Lorraine Stanley Alexander Morton Paul Andrew Williams,14823
American Hero,Action Comedy Science Fiction others Stephen Dorff Eddie Griffin Bill Billions Jonathan Billions Nick Love,367551
Windsor Drive,Thriller Mystery woman director Samaire Armstrong Anna Gurji Matt Cohen Kyan DuBois Natalie Bible',343409
A Separation,Drama emigration class money maid divorce Leila Hatami Kimia Hosseini Merila Zarei \u067e\u06cc\u0645\u0627\u0646 \u0645\u0639\u0627\u062f\u06cc Sareh Bayat Asghar Farhadi,60243
Crying with Laughter,Comedy Drama Thriller kidnapping stand-up comedy dark comedy night club landlord Stephen McCole Malcolm Shields Andrew Neil Jo Hartley Justin Molotnikov,57294
Welcome to the Dollhouse,Comedy Drama parents kids relationship sister sister relationship mockery ugliness independent film Heather Matarazzo Victoria Davis Christina Brucato Christina Vidal Siri Howard Todd Solondz,11446
Ruby in Paradise,Drama Romance independent film Ashley Judd Todd Field Bentley Mitchum Dorothy Lyman Allison Dean Victor Nunez,47889
Raising Victor Vargas,Drama Romance independent film Victor Rasuk Judy Marte Melonie Diaz Altagracia Guzman Silvestre Rasuk Peter Sollett,25461
Pandora's Box,Drama Thriller Romance london england casino irony forbidden love loss of husband Louise Brooks Fritz Kortner Francis Lederer Carl Goetz Krafft-Raschig G.W. Pabst,905
Harrison Montgomery,others others others other,279759
Live-In Maid,Drama Foreign others Norma Aleandro Norma Argentina  Marcos Mundstock Claudia Lapac\u00f3 Elsa Berenguer Jorge Gaggero,78705
Deterrence,Action Drama Mystery Thriller diner judgment call Kevin Pollak Timothy Hutton Sheryl Lee Ralph Clotilde Courau Sean Astin Rod Lurie,25212
The Mudge Boy,Drama chicken bullying rape of a male misfit homosexuality Emile Hirsch Tom Guiry Richard Jenkins Pablo Schreiber Zachary Knighton Michael Burke,26899
The Young Unknowns,Drama woman director Devon Gummersall Arly Jover Eion Bailey Leslie Bibb Dale Godboldo Catherine Jelski,146269
Not Cool,Comedy sex thanksgiving friendship high school love Shane Dawson Cherami Leigh Drew Monson Michelle Veintimilla Lisa Schwartz Shane Dawson,292483
Dead Snow,Horror Comedy norway undead zombie wintry Charlotte Frogner Stig Frode Henriksen Vegar Hoel Jeppe Beck Laursen Evy Kasseth R\u00f8sten Tommy Wirkola,14451
Saints and Soldiers,Action Adventure Drama History War winter belgium world war ii nazis bravery Larry Bagby Alexander Polinsky Kirby Heyborne Corbin Allred Ethan Vincent Ryan Little,10105
Vessel,Horror Science Fiction others Brandon Bales Brandy Maasch Julie Mintz Walter Phelan Taylor Pigeon Clark Baker,211557
American Graffiti,Comedy Drama farewell rock and roll robbery love at first sight car race Richard Dreyfuss Ron Howard Paul Le Mat Charles Martin Smith Cindy Williams George Lucas,838
Iraq for Sale: The War Profiteers,Documentary others Shereef Akeel Robert Greenwald,40862
Aqua Teen Hunger Force Colon Movie Film for Theaters,Animation Comedy africa blood splatter surrealism blood robot Dana Snyder Carey Means Dave Willis Andy Merrill Bruce Campbell Dave Willis,13158
Safety Not Guaranteed,Comedy Romance Science Fiction Drama time travel Aubrey Plaza Mark Duplass Jake Johnson Karan Soni Jenica Bergere Colin Trevorrow,84332
Kevin Hart: Laugh at My Pain,Comedy Documentary stand-up comedy Kevin Hart Na'im Lynn Tim Story,74510
Kill List,Horror Thriller Crime hotel wife husband relationship hitman infection forest Neil Maskell MyAnna Buring Harry Simpson Michael Smiley Struan Rodger Ben Wheatley,74725
The Innkeepers,Horror Thriller anti terror terror beer supernatural towel Sara Paxton Pat Healy Kelly McGillis George Riddle Lena Dunham Ti West,58428
The Conformist,Drama paris italy assassin fascism benito mussolini Jean-Louis Trintignant Stefania Sandrelli Gastone Moschin Dominique Sanda Enzo Tarascio Bernardo Bertolucci,8416
Interview with the Assassin,Drama Thriller assassination paranoia suspense conspiracy Dylan Haggerty Renee Faia Dennis Lau Raymond J. Barry Kelsey Kemper Neil Burger,36584
Donkey Punch,Horror Drama Thriller Crime others Nichola Burley Sian Breckin Jaime Winstone Robert Boulter Tom Burke Olly Blackburn,13429
All the Boys Love Mandy Lane,Horror Mystery Thriller suicide attempt gun texas mass murder farm worker Amber Heard Anson Mount Michael Welch Whitney Able Edwin Hodge Jonathan Levine,9022
Bled,Horror vampire daywalker Sarah Farooqui Chris Ivan Cevic Alex Petrovitch Michele Morrow Ivan L. Moody Christopher Hutson,22530
High Noon,Western gunslinger showdown fistfight morality u.s. marshal Gary Cooper Grace Kelly Thomas Mitchell Lloyd Bridges Katy Jurado Fred Zinnemann,288
Hoop Dreams,Documentary chicago sports team ghetto narration college William Gates Arthur Agee Steve James Steve James,14275
Rize,Documentary street gang hip-hop dance fight breakdance Christopher Toler Tommy the Clown Miss Prissy Dragon Ceasare Willis David LaChapelle,2287
L.I.E.,Drama independent film Paul Dano Bruce Altman Brian Cox Billy Kay James Costa Michael Cuesta,18734
The Sisterhood of Night,Mystery Drama Thriller witch woman director Kara Hayward Georgie Henley Olivia DeJonge Laura Fraser Kal Penn Caryn Waechter,206197
B-Girl,Crime Drama Music dancing hip-hop b-girl street dance b-boying Julie 'Jules' Urich Missy Yager Wesley Jonathan Drew Sidora Aimee Garcia Emily Dell,26837
Half Nelson,Drama date ex-girlfriend bicycle crack independent film Ryan Gosling Jeff Lima Shareeka Epps Nathan Corbett Tyra Kwao-Vovo Ryan Fleck,7859
Naturally Native,Drama native american racism family woman director Valerie Red-Horse Yvonne Russo Irene Bedard Kimberly Guerrero Pato Hoffmann Valerie Red-Horse,302579
Hav Plenty,Action Comedy Romance Science Fiction Thriller others Christopher Scott Cherot Chenoa Maxwell Tammi Katherine Jones Robinne Lee Reginald James Christopher Scott Cherot,51955
Adulterers,Thriller Crime Drama others Sean Faris Danielle Savre Mehcad Brooks Stephanie Charles Steffinnie Phrommany H.M. Coakley,376004
Escape from Tomorrow,Horror Fantasy others Roy Abramsohn Elena Schuber Katelynn Rodriguez Danielle Safady Alison Lees-Taylor Randy Moore,158752
Starsuckers,Documentary Foreign others Ellis Cashmore Max Clifford Richard Curtis Josef d'Bache-Kane Nick Davies Chris Atkins,40658
The Hadza:  Last of the First,Documentary others others Bill Benenson,296943
After,Mystery Thriller coma crash accepting death Steven Strait Karolina Wydra Sandra Ellis Lafferty Ric Reitz Jackson Walker Ryan Smith,118612
Treachery,Drama others Matthew Ziff Michael Biehn Sarah Butler Caitlin Keats Travis Romero,138976
Walter,Drama Comedy god woman director Andrew J. West Justin Kirk Virginia Madsen William H. Macy Milo Ventimiglia Anna Mastro,323967
Top Hat,Comedy Music Romance venice dance musical tap dancing stage show Fred Astaire Ginger Rogers Edward Everett Horton Helen Broderick Erik Rhodes Mark Sandrich,3080
The Blair Witch Project,Horror Mystery witch voodoo legend sorcery maryland Michael C. Williams Heather Donahue Joshua Leonard Bob Griffith Jim King Daniel Myrick,2667
Woodstock,History Documentary Music hippie free love musical music woodstock Joe Cocker Richie Havens Joan Baez Arlo Guthrie Ten Years After Michael Wadleigh,9459
The Kentucky Fried Movie,Comedy journalism commercial television tv show manipulation of the media Evan C. Kim Bong Soo Han Marilyn Joi Saul Kahan Marcy Goldman John Landis,11598
Mercy Streets,Action Adventure Drama suspense Eric Roberts David A.R. White Cynthia Watros Lawrence Taylor Stacy Keach Jon Gunn,26916
Carousel of Revenge,Thriller Mystery others Erik Allen Randy Baranczyk Chris Carlson Ben Coler Nancy Crocker Gene Teigland,181940
Broken Vessels,Drama others Todd Field Jason London Roxana Zal Susan Traylor James Hong Scott Ziehl,125263
Water & Power,Crime Drama others Enrique Murciano Nicholas Gonzalez Clancy Brown Yvette Yates Rafael Agustin Richard Montoya,263503
They Will Have to Kill Us First,Music Documentary woman director Aliou Tour\u00e9 Oumar Tour\u00e9 Garba Tour\u00e9 Nathanael Demb\u00e9l\u00e9 Khaira Arby Johanna Schwartz,324322
Light from the Darkroom,others others others other,331493
The Country Doctor,Drama Comedy hospital doctor Fran\u00e7ois Cluzet Marianne Denicourt Isabelle Sadoyan F\u00e9lix Moati Christophe Odent Thomas Lilti,375950
The Maid's Room,Thriller others Paula Garc\u00e9s Annabella Sciorra Bill Camp Philip Ettinger Julio C. Pe\u00f1a Michael Walker,278348
A Hard Day's Night,Comedy Music adolescence culture clash press conference behind the scenes police chase John Lennon Paul McCartney George Harrison Ringo Starr Wilfrid Brambell Richard Lester,704
The Harvest (La Cosecha),Documentary migration immigration agriculture food human rights others U. Roberto Romano,70875
Love Letters,Drama Thriller obsession radio nudity letter love Jamie Lee Curtis Bonnie Bartlett Matt Clark James Keach Amy Madigan Amy Holden Jones,75986
Juliet and Alfa Romeo,Comedy Drama pornography sex love teenager death Dario No\u017ei\u0107 Serini Jan Gerl Korenc \u0160pela Colja Katja \u0160kofi\u0107 Ana Dolinar Bla\u017e Zavr\u0161nik,385636
Fireproof,Drama father son relationship fire firemen christian advice Kirk Cameron Erin Bethea Ken Bevel Stephen Dervan Eric Young Alex Kendrick,14438
Faith Connections,Documentary Drama himalaya hindu pilgrimage faith hinduism Bhole Baba Hatha Yogi Baba Pant Shirt Baba Baby Bajrangi Shriman Umeshanad Brahmachari Pan Nalin,211086
Benji,Adventure Family Romance hostage affection rescue dog animal actor Patsy Garrett Allen Fiuzat Cynthia Smith Peter Breck Frances Bavier Joe Camp,23069
Open Water,Drama Thriller diving cataclysm nightmare panic red sea Blanchard Ryan Daniel Travis Saul Stein Michael E. Williamson Christina Zenato Chris Kentis,83
High Road,Comedy others Kathryn Burns Lizzy Caplan Michael Coleman Andrew Daly Rich Fulcher Matt Walsh,89857
Kingdom of the Spiders,Horror Science Fiction hotel small town siege independent film corpse William Shatner Tiffany Bolling Woody Strode Lieux Dressler David McLean John 'Bud' Cardos,30315
Mad Hot Ballroom,Documentary Family competition documentary dance contest ballroom dancing kids others Marilyn Agrelo,14358
The Station Agent,Drama Comedy train station new jersey small person friendship newfoundland Peter Dinklage Patricia Clarkson Bobby Cannavale Michelle Williams Raven Goodwin Tom McCarthy,2056
To Save A Life,Drama christian independent film Randy Wayne Deja Kreutzberg Joshua Weigel Steven Crowder Kim Hidalgo Brian Baugh,41144
Wordplay,Documentary competition documentary contest crossword puzzle Will Shortz Merl Reagle Tyler Hinman Trip Payne Al Sanders Patrick Creadon,35199
Beyond the Mat,Documentary wrestling sport controversial ecw wwe Mick Foley Terry Funk Vince McMahon Dwayne Johnson Jake Roberts Barry W. Blaustein,14271
The Singles Ward,Comedy Drama Family Romance others Will Swenson Connie Young Daryn Tufts Michael Birkeland Lincoln Hoppe Kurt Hale,16653
Osama,Drama independent film Marina Golbahari Arif Herati Zubaida Sahar Mohammad Nadir Khwaja Siddiq Barmak,14757
Sholem Aleichem: Laughing In The Darkness,Documentary others Rachel Dratch Hillel Halkin Jason Kravitz Dan Miron Peter Riegert Joseph Dorman,84401
Groove,Drama Music Romance independent film Hamish Linklater Denny Kirkwood Mackenzie Firgens Lola Glaudini Steve Van Wormer Greg Harrison,23655
The R.M.,Comedy Crime Family others Kirby Heyborne Kurt Hale,36825
Twin Falls Idaho,Drama Romance independent film Mark Polish Michael Polish Michele Hicks Jon Gries Patrick Bauchau Michael Polish,33430
Mean Creek,Crime Drama suicide alcohol secret birthday lake Rory Culkin Scott Mechlowicz Trevor Morgan Josh Peck Ryan Kelley Jacob Aaron Estes,12281
Hurricane Streets,Romance Crime Drama prison new mexico smuggling gang theft Brendan Sexton III Antoine McLean Mtume Gant Carlo Alban David Roland Frank Morgan J. Freeman,125052
Never Again,Comedy Romance romantic comedy Jeffrey Tambor Jill Clayburgh Caroline Aaron Bill Duke Sandy Duncan Eric Schaeffer,96238
Civil Brand,Crime Drama Thriller woman director LisaRaye McCoy N'Bushe Wright Monica Calhoun Clifton Powell Yasiin Bey Neema Barnette,30246
Lonesome Jim,Comedy Drama Romance sexuality parents kids relationship indiana anti hero melancholy Casey Affleck Kevin Corrigan Liv Tyler Mary Kay Place Seymour Cassel Steve Buscemi,7301
Drinking Buddies,Romance Drama male female relationship co-worker relationship mumblecore Olivia Wilde Jake Johnson Anna Kendrick Ron Livingston Ti West Joe Swanberg,172533
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Documentary magic woman director Ricky Jay Dick Cavett Winston Simon David Mamet Persi Diaconis Molly Bernstein,180383
Seven Samurai,Action Drama japan samurai peasant looting rice Toshir\u014d Mifune Takashi Shimura Yoshio Inaba Seiji Miyaguchi Minoru Chiaki Akira Kurosawa,346
The Other Dream Team,Documentary olympic games sport basketball basketball team Greg Speirs Jim Lampley Bill Walton Dan Majerle Mickey Hart Marius Markevicius,84318
Johnny Suede,Comedy Romance sex nightclub nudity musician song Brad Pitt Calvin Levels Catherine Keener Nick Cave Alison Moir Tom DiCillo,45145
Finishing The Game,Comedy satire independent film spoof Roger Fan Sung Kang Monique Gabriela Curnen Meredith Scott Lynn Sam Bottoms Justin Lin,13983
Rubber,Comedy Drama Fantasy Horror Mystery exploding building duringcreditsstinger Thomas F. Duffy David Bowe Stephen Spinella Roxane Mesquida Jack Plotnick Quentin Dupieux,45649
Kiss the Bride,Drama Comedy Romance gay interest Tori Spelling Les Williams C. Jay Cox,19844
